City,0,1,2,3,4,5,6,7,8,9,10
Mesa,18.125,17.3625,19.32222222222222,18.242857142857144,18.455555555555552,24.622222222222234,17.61111111111111,16.474999999999998,17.477777777777778,17.955555555555556,17.7
Grand Prairie,18.155555555555555,18.633333333333333,19.88888888888889,20.25555555555556,21.58888888888889,23.555555555555557,21.73333333333333,20.866666666666664,20.3,20.233333333333334,19.566666666666666
Irvine,9.122222222222222,10.055555555555557,15.488888888888884,18.166666666666664,20.977777777777774,24.122222222222234,22.066666666666666,14.18888888888889,11.18888888888889,10.377777777777778,9.944444444444443
New Haven,9.766666666666666,9.7,10.911111111111113,12.144444444444444,14.766666666666667,17.599999999999994,13.577777777777774,9.333333333333334,9.744444444444444,10.433333333333334,8.711111111111112
Fort Lauderdale,18.033333333333328,18.944444444444443,19.21111111111111,20.322222222222226,21.61111111111111,23.75555555555556,21.42222222222221,20.81111111111111,19.644444444444442,18.4,18.7625
Long Beach,7.85,11.125,12.9125,13.537499999999998,15.488888888888884,18.75555555555556,17.466666666666665,14.566666666666665,13.266666666666666,11.222222222222221,8.033333333333333
Hartford,7.533333333333332,7.1999999999999975,10.31111111111111,13.177777777777774,14.022222222222226,17.211111111111116,12.888888888888893,10.788888888888886,8.344444444444441,6.544444444444445,6.044444444444445
Providence,8.322222222222223,9.066666666666668,11.277777777777779,12.333333333333336,13.377777777777775,17.522222222222222,14.855555555555556,13.255555555555556,11.47777777777778,9.366666666666667,8.38888888888889
Birmingham,12.577777777777778,14.1,16.344444444444445,17.599999999999994,19.0,21.3,19.077777777777776,16.855555555555554,15.3,15.18888888888889,15.111111111111107
St. Petersburg,17.27777777777778,18.6,17.4,18.533333333333328,19.71111111111113,22.3,20.444444444444443,18.566666666666666,19.63333333333333,18.944444444444443,17.044444444444444
Virginia Beach,16.900000000000002,17.95555555555556,18.83333333333333,19.32222222222222,21.177777777777774,22.96666666666667,21.15555555555556,18.21111111111113,20.055555555555557,18.766666666666666,19.32222222222222
Oakland,6.966666666666668,7.6555555555555586,8.38888888888889,10.666666666666666,15.544444444444444,19.122222222222227,16.722222222222225,10.3,9.688888888888886,8.888888888888888,7.222222222222222
West Palm Beach,16.4625,17.522222222222222,18.45,19.8625,20.38888888888889,22.33333333333333,19.387500000000006,17.088888888888892,16.977777777777778,16.1875,16.9625
Louisville,13.155555555555555,14.8625,14.087500000000002,14.6375,15.433333333333335,18.94444444444445,17.21111111111111,14.155555555555555,11.422222222222226,9.5875,8.588888888888889
Charlotte,12.655555555555555,14.0375,15.0875,17.52857142857143,17.87142857142857,19.75555555555556,17.455555555555556,16.737500000000004,16.12222222222222,14.887499999999998,14.766666666666667
Columbus,11.18888888888889,11.555555555555555,12.65,14.5125,16.3125,19.63333333333334,16.377777777777773,12.375,12.544444444444444,11.966666666666667,10.6125
San Bernardino,2.4222222222222216,3.333333333333333,4.377777777777776,5.133333333333333,5.8000000000000025,8.944444444444443,5.98888888888889,3.888888888888889,3.1444444444444444,1.7777777777777777,2.888888888888889
St. Paul,7.155555555555555,8.344444444444441,9.31111111111111,9.566666666666668,12.522222222222226,19.25555555555556,14.633333333333335,10.066666666666666,8.21111111111111,10.155555555555557,11.544444444444444
Tucson,9.333333333333334,10.255555555555556,9.711111111111107,11.211111111111114,14.011111111111116,16.62222222222222,14.755555555555556,12.722222222222225,10.933333333333335,10.8,10.31111111111111
Fresno,12.944444444444445,11.911111111111113,13.755555555555556,17.711111111111116,20.644444444444442,24.08888888888889,22.33333333333333,18.155555555555555,16.12222222222222,13.822222222222221,12.711111111111107
Albuquerque,8.185714285714287,8.455555555555557,10.2125,11.099999999999998,12.825,16.12222222222222,12.785714285714288,12.7,10.499999999999998,8.885714285714286,11.042857142857144
Kansas City,10.733333333333333,10.555555555555557,12.344444444444445,13.925,16.9875,20.78888888888889,19.066666666666666,16.285714285714285,15.7625,14.3875,11.9
Tulsa,15.944444444444445,14.499999999999995,13.888888888888893,17.166666666666668,20.74444444444445,22.58888888888889,21.411111111111108,19.01111111111111,19.566666666666666,18.811111111111114,17.644444444444446
Ft. Worth,19.33333333333333,20.8,21.01666666666668,19.511111111111106,21.555555555555557,23.93333333333333,19.2375,19.725,20.48888888888889,19.725,20.12222222222222
Austin,19.322222222222226,19.01111111111111,21.04444444444444,22.155555555555548,22.38888888888889,24.23333333333333,23.133333333333336,20.666666666666668,19.188888888888886,19.566666666666674,20.31111111111111
El Paso,6.442857142857143,8.6875,10.3375,10.642857142857142,11.177777777777779,16.055555555555557,11.599999999999998,10.471428571428572,9.4625,10.9,11.175
Orlando,15.300000000000002,14.244444444444444,16.788888888888884,16.78888888888889,17.777777777777782,22.04444444444444,20.544444444444444,17.533333333333328,16.11111111111111,17.244444444444447,17.266666666666666
Jacksonville,19.433333333333334,18.8,19.177777777777774,20.866666666666664,21.022222222222226,23.711111111111112,22.355555555555558,22.211111111111112,21.522222222222233,21.266666666666666,21.566666666666666
Indianapolis,12.1,11.722222222222221,12.855555555555556,14.81111111111111,16.72222222222222,20.688888888888886,18.1,16.922222222222224,14.944444444444445,12.955555555555556,12.888888888888893
Richmond,12.0,12.562500000000002,14.2375,14.144444444444444,18.12222222222222,20.555555555555557,19.2,16.34444444444445,12.47777777777778,13.011111111111116,11.722222222222221
Baltimore,10.744444444444444,10.177777777777775,12.788888888888893,14.622222222222225,16.53333333333333,19.566666666666674,17.33333333333333,15.933333333333335,14.366666666666667,12.8,11.344444444444445
