City,slope,r,pvalueWald,pvalueT,anom_slope,anom_r,anom_pvalueWald,anom_pvalueT,mean UHI,mean rural,mean urban,mean_summer_tvsdt_m,mean_summer_tvsdt_r,mean_summer_tvsdt_p,trend_r,trend_r_p,trend_u,trend_u_p,hw_slope,hw_r,hw_pvalueWald,hw_pvalueT
Phoenix,0.679604004237,0.853124802528,2.78048618183e-177,1.58399412731e-139,0.682941777632,0.867729611056,9.99231964795e-196,7.11671217572e-151,5.2821060382915945,34.85705604321406,40.20104311543814,0.362934121137,0.336756439988,0.186259765782,-0.0444588916301,0.756150686914,0.00815270475939,0.804814871392,0.329946265416,0.222687952155,2.08124164315e-08,1.00758560412e-07
San Diego,0.510027661914,0.600417824258,1.29582531869e-177,2.34262342948e-143,0.522658821338,0.632581054432,8.06288405663e-190,2.72170767163e-151,-7.4249678249678315,33.10365853658538,25.686217948717935,0.279419122164,0.227790067252,0.379235322434,-0.0938862885362,0.00586187345819,0.0761340940129,0.206781357978,0.487763614412,0.143569129693,0.0638211216584,0.0658120808766
St. Louis,0.948315555686,0.891200238746,0.000225015140964,0.000235203944365,0.938532194268,0.887323456522,1.41345130397e-05,1.53391933558e-05,-0.3519764507989913,31.727303988995832,31.263953488372096,0.93092399159,0.855910997495,4.68657938995e-05,-0.0044174663733,0.450203831222,0.075359438908,0.42230435163,0.955818247349,0.650296133283,0.674034752293,0.67483358618
New Orleans,0.445800112578,0.527657464551,1.33165834451e-163,1.05909588788e-128,0.411193327001,0.486831328123,1.32309942014e-174,1.65398846806e-135,-0.5994391025641044,33.58055999999998,32.96145966709346,0.731210790779,0.861754871217,7.43241497107e-05,0.0347723025918,0.400466062238,0.00125124325092,0.974140863806,0.498692461729,0.335432617646,1.42708624231e-05,2.64023548776e-05
Dallas,0.820734561564,0.938179940756,2.22984743407e-120,1.90438677545e-103,0.829242583575,0.929417006463,7.7355617136e-93,2.06189012959e-82,0.5881672025723513,34.660771704180114,35.24641943734013,0.784491487768,0.976863150243,1.85232431342e-11,0.0615699265783,0.395723030244,0.0816709292413,0.250370799388,0.744633559903,0.774590487972,3.22798628729e-07,9.81113976994e-07
Philadelphia,0.719486828435,0.721113729237,4.41647003947e-54,3.51408120118e-50,0.705479192475,0.710948944872,2.37517245136e-58,7.96366949903e-54,2.429972565157744,28.048356164383602,30.409987195902634,0.805352119826,0.744964532713,0.000600814819772,0.0932368222026,0.0253625787214,0.00176541631145,0.977217475601,0.419918351609,0.176503639291,0.00258193292324,0.00303835514139
Detroit,0.703407307688,0.744902209738,1.00989401954e-61,6.63287438394e-56,0.687240334267,0.748952909524,2.496751117e-73,3.04672309563e-65,1.0756843800322036,27.041746854182133,28.238170563961457,0.731091155286,0.673908855125,0.00587292547306,0.0464615846021,0.00124289497866,-0.097104611991,0.188936023892,0.824807109694,0.508500371043,0.140606709691,0.142884086638
San Francisco,0.363628728206,0.687310539026,0.0,0.0,0.361805491568,0.694868031742,0.0,0.0,-1.483506044905008,20.642746113989677,19.24833759590789,0.411742599899,0.563042280673,0.0451234302342,-0.0386913953066,0.420905479478,-0.00296248934356,0.935378566872,1.03626591843,0.57962732756,0.762012127048,0.762437360361
Denver,0.955532729784,0.890398581461,0.000707670484672,0.000727512449878,0.966610494885,0.895503984302,0.00971752780449,0.00981894583588,3.510606060606064,28.568116975748914,31.934712346476964,0.795161466996,0.811992011354,0.000133276998471,-0.0359583853592,0.39565002115,-0.00684270319292,0.919454048996,0.970067987627,0.413054700984,0.86526456217,0.865497843186
Miami,0.354588395425,0.465624278941,4.01405862117e-300,1.56285685816e-213,0.340854473346,0.462273001971,0.0,6.37513941857e-230,-1.8995991983967946,33.95472061657037,32.05919999999985,0.567555470057,0.530266159018,0.0285507841152,0.0241215874621,0.0262585185675,-0.0281560210237,0.274438957482,-0.0208550925918,-0.0140549682529,2.42089397228e-16,1.30065803938e-13
Chicago,0.710927165519,0.573649995031,1.37888505306e-20,7.57461483689e-20,0.669380623808,0.547204121835,5.20029780578e-26,8.23688943199e-25,-0.9804490177736206,27.715319974143497,26.8695211786372,1.04820399556,0.772120268751,0.00325311816318,-0.0216050369423,0.537635224262,-0.168179149584,0.257945521788,0.319603662945,0.105296394049,0.0249057843304,0.0271353986242
Los Angeles,0.510137423604,0.700696193296,2.47873061007e-250,1.29298252018e-179,0.500051842446,0.70494612535,1.06957441243e-277,9.80557803133e-194,-1.3214618973561443,28.738335925349872,27.34136828644499,0.843262187882,0.710740263822,0.00438203423895,-0.0103639027003,0.847260768927,0.0190750213129,0.688296999021,0.764975710015,0.292096452647,0.253648993977,0.255492605903
"Washington, D.C.",0.898880512925,0.833683327825,1.38501139638e-10,1.87975216363e-10,0.90927241974,0.843954221448,2.98617790895e-09,3.74101741026e-09,2.4879720279720323,28.58829174664106,30.951851851851888,0.78266159988,0.715716205355,0.00182249125953,0.0149720005059,0.496869005043,0.076764937127,0.141750838542,0.92873787537,0.554863338254,0.59655606799,0.597652627986
New York,0.656977619985,0.653704341892,7.17692598951e-65,3.40670927635e-59,0.635340601845,0.641365541083,3.62671127761e-73,5.17528348447e-66,0.8500702247191011,27.23609550561796,28.118861892583123,0.992646912747,0.818325755205,5.94416588585e-05,0.00310286112658,0.000862075696736,0.0958146845695,0.0950379460404,0.779991394069,0.291798756049,0.295164405728,0.296871075056
