City,slope,r,pvalueWald,pvalueT,anom_slope,anom_r,anom_pvalueWald,anom_pvalueT,mean UHI,mean rural,mean urban,mean_summer_tvsdt_m,mean_summer_tvsdt_r,mean_summer_tvsdt_p,trend_r,trend_r_p,trend_u,trend_u_p,hw_slope,hw_r,hw_pvalueWald,hw_pvalueT
Detroit,0.72420017876,0.737839198383,3.20195552792e-47,1.14463458427e-43,0.727902236457,0.72628561152,1.11416387547e-42,9.08219837257e-40,0.8030730897009969,14.957962264150943,15.709135285913527,0.650279909638,0.874034459707,2.04742374861e-05,0.0886872723618,0.213645021954,0.0734702179606,0.113532255717,0.717983236336,0.400840779923,0.041281870922,0.0431478140112
San Francisco,0.559766972758,0.734885413167,3.18531097487e-182,1.9641726474e-137,0.488334046622,0.68897990906,3.76853632118e-248,5.91303522562e-173,2.1180227471566075,10.261767279090103,12.383056265984717,0.873207382118,0.935658163416,2.62962474779e-06,0.0721460120343,0.0333244581615,0.0611093350384,0.0592834560966,-0.237848134307,-0.240299093117,2.29570276137e-55,3.00082123056e-33
Denver,0.476467792438,0.63609471414,9.94011005353e-241,2.80142763846e-176,0.459801557849,0.631306602129,4.1529500577e-268,6.08011789838e-191,1.5420149253731368,13.352339181286544,14.663054830287205,0.891722784775,0.774851579476,0.000423322830639,-0.0377016760771,0.00398779767118,-0.110986638903,0.0213882422506,0.334776958396,0.201869395548,8.89143024615e-07,2.38916148898e-06
Houston,0.513036687273,0.651821163474,1.91739286471e-211,1.66540312129e-162,0.532586192572,0.660286385319,2.28665303493e-189,5.80181001072e-149,-0.998274672187712,24.364922480620198,23.343032786885303,0.380569661686,0.585985953667,0.0170620740657,-0.00840046003896,0.0977251990766,0.053860323398,0.0271285156315,1.1562301715,0.471795670731,0.380696234496,0.382126531456
Miami,0.324170326588,0.341997561009,6.21965357175e-188,8.1363490661e-149,0.384998079487,0.381754318638,1.3185371043e-142,1.09458256853e-118,1.4948217888365796,23.453722721437845,24.922520107238583,0.0350961024724,0.0543294483428,0.835935252298,0.0113808263447,0.584426343174,-0.0115382254322,0.673052040322,0.622397270584,0.24242965068,0.0770656767741,0.0793080381909
Atlanta,0.587443209831,0.45898800931,6.52533053764e-32,4.56002218496e-30,0.614888045383,0.472419176185,1.46593033826e-27,3.44177957192e-26,-1.6779467680608358,22.27167577413481,20.494594594594595,0.394162687036,0.36823895375,0.215713361601,0.0157078291289,0.920194066844,0.0305010133249,0.406083938773,-0.177190803504,-0.119143792797,1.10355002925e-21,4.35031106163e-17
Chicago,0.520804473468,0.55814150216,4.71964980629e-90,1.70567258532e-76,0.48992463433,0.549302204718,1.11116701227e-109,2.88895505267e-90,3.248819641170915,15.846188925081423,19.312569316081294,0.930901921746,0.691711897026,0.0127011632345,0.0086660129678,0.20544980138,-0.18794413352,0.116633956529,0.671003753622,0.314285274227,0.0844390312053,0.0871726451049
Los Angeles,0.211264373232,0.521536780548,0.0,0.0,0.201957821828,0.527132313311,0.0,0.0,-1.2136858475894252,18.906143079315733,17.574872122762137,0.478647291842,0.588720989338,0.0267639677744,0.0608071383943,0.233543525581,0.0347586317136,0.322014232638,0.379184701321,0.295948621067,6.78157214471e-10,6.18176973606e-09
"Washington, D.C.",0.816234916719,0.82897936537,2.19072029891e-36,1.41435328764e-34,0.821691662673,0.854983171917,1.48979595721e-41,3.43007373049e-39,1.8219341275402894,18.212723785166226,20.02915206727401,0.702773346598,0.464995482192,0.0695465859612,-0.0247335890878,4.16640775206e-05,0.124089516299,0.00941187913012,1.37971363406,0.602767042872,0.020103195723,0.0217164153121
New York,0.622730516363,0.725939379269,3.67998806294e-126,4.74238947614e-106,0.667517555258,0.748045995043,1.06765530793e-97,3.81038997183e-85,4.688412017167379,15.034048640915614,19.690792838874682,0.342904767856,0.587269688719,0.0131876501985,0.179545305075,0.02862018707,0.0626118925831,0.104536550831,0.862837600217,0.42577601302,0.362811070618,0.364290740502
