Year,Month,Day,Tmin,Tmax
1959,1,1,15.3,26.2
1959,1,2,20.4,27.2
1959,1,3,18.2,25.8
1959,1,4,12.8,27.8
1959,1,5,14.2,20.6
1959,1,6,15.0,22.8
1959,1,7,19.4,29.0
1959,1,8,14.7,31.8
1959,1,9,12.3,24.8
1959,1,10,21.0,31.5
1959,1,11,21.0,29.1
1959,1,12,21.0,30.0
1959,1,13,21.8,31.7
1959,1,14,23.1,31.0
1959,1,15,21.2,28.2
1959,1,16,18.3,22.8
1959,1,17,15.0,25.2
1959,1,18,14.7,29.6
1959,1,19,17.1,26.0
1959,1,20,17.0,32.3
1959,1,21,17.3,29.0
1959,1,22,17.5,33.1
1959,1,23,18.0,34.2
1959,1,24,21.9,33.5
1959,1,25,18.2,31.3
1959,1,26,19.1,26.5
1959,1,27,19.3,28.0
1959,1,28,17.7,27.5
1959,1,29,17.3,29.7
1959,1,30,15.3,32.8
1959,1,31,16.5,32.3
1959,2.0,1,20.5,32.9
1959,2.0,2,21.9,31.1
1959,2.0,3,22.7,33.9
1959,2.0,4,24.0,36.6
1959,2.0,5,20.4,33.2
1959,2.0,6,13.0,24.6
1959,2.0,7,12.6,25.0
1959,2.0,8,19.4,28.1
1959,2.0,9,20.4,32.0
1959,2.0,10,16.7,26.5
1959,2.0,11,16.7,32.4
1959,2.0,12,12.1,26.4
1959,2.0,13,21.5,31.8
1959,2.0,14,15.6,25.8
1959,2.0,15,17.4,29.7
1959,2.0,16,21.0,30.9
1959,2.0,17,21.5,30.5
1959,2.0,18,17.7,27.8
1959,2.0,19,13.6,19.6
1959,2.0,20,16.2,19.1
1959,2.0,21,17.9,27.1
1959,2.0,22,16.1,31.0
1959,2.0,23,18.5,28.7
1959,2.0,24,17.6,26.5
1959,2.0,25,20.9,28.8
1959,2.0,26,24.2,28.7
1959,2.0,27,24.2,30.5
1959,2.0,28,23.9,32.0
1959,2.0,29,,
1959,2.0,30,,
1959,2.0,31,,
1959,3.0,1,23.8,32.1
1959,3.0,2,20.0,34.0
1959,3.0,3,17.9,23.8
1959,3.0,4,18.3,30.7
1959,3.0,5,17.0,25.0
1959,3.0,6,15.1,25.4
1959,3.0,7,19.8,27.3
1959,3.0,8,17.8,27.6
1959,3.0,9,14.8,24.8
1959,3.0,10,9.4,21.1
1959,3.0,11,14.7,20.4
1959,3.0,12,16.7,20.4
1959,3.0,13,12.0,28.9
1959,3.0,14,15.9,29.0
1959,3.0,15,15.8,27.6
1959,3.0,16,17.8,23.0
1959,3.0,17,9.0,21.1
1959,3.0,18,7.6,21.5
1959,3.0,19,9.0,22.6
1959,3.0,20,16.2,22.6
1959,3.0,21,17.8,25.0
1959,3.0,22,19.5,28.3
1959,3.0,23,20.8,29.4
1959,3.0,24,19.5,27.2
1959,3.0,25,18.5,30.8
1959,3.0,26,14.6,25.5
1959,3.0,27,12.7,21.3
1959,3.0,28,14.0,23.5
1959,3.0,29,18.6,24.2
1959,3.0,30,21.4,24.5
1959,3.0,31,20.5,28.5
1959,4.0,1,19.0,21.7
1959,4.0,2,12.9,21.0
1959,4.0,3,4.3,17.9
1959,4.0,4,7.8,20.8
1959,4.0,5,12.1,21.1
1959,4.0,6,9.5,21.2
1959,4.0,7,17.3,20.8
1959,4.0,8,16.2,21.4
1959,4.0,9,16.6,22.6
1959,4.0,10,10.4,22.8
1959,4.0,11,18.0,24.5
1959,4.0,12,20.8,22.3
1959,4.0,13,18.1,21.3
1959,4.0,14,12.0,18.1
1959,4.0,15,11.0,13.8
1959,4.0,16,11.4,17.6
1959,4.0,17,8.9,19.6
1959,4.0,18,12.2,18.8
1959,4.0,19,14.2,22.7
1959,4.0,20,7.5,21.5
1959,4.0,21,17.0,19.4
1959,4.0,22,11.8,19.2
1959,4.0,23,4.1,15.1
1959,4.0,24,6.1,16.9
1959,4.0,25,8.5,13.2
1959,4.0,26,6.2,15.0
1959,4.0,27,2.9,16.5
1959,4.0,28,9.7,17.5
1959,4.0,29,14.3,19.0
1959,4.0,30,9.6,17.4
1959,4.0,31,,
1959,5.0,1,6.0,14.0
1959,5.0,2,10.4,15.1
1959,5.0,3,4.9,19.5
1959,5.0,4,7.1,21.3
1959,5.0,5,9.3,22.8
1959,5.0,6,11.4,24.1
1959,5.0,7,17.7,27.1
1959,5.0,8,14.6,19.8
1959,5.0,9,10.1,14.6
1959,5.0,10,10.4,12.6
1959,5.0,11,5.7,12.6
1959,5.0,12,1.8,13.6
1959,5.0,13,3.4,14.7
1959,5.0,14,9.6,13.9
1959,5.0,15,12.4,17.3
1959,5.0,16,6.2,20.2
1959,5.0,17,10.4,14.2
1959,5.0,18,3.5,12.3
1959,5.0,19,-0.2,14.9
1959,5.0,20,1.3,14.7
1959,5.0,21,4.5,15.6
1959,5.0,22,4.4,19.0
1959,5.0,23,4.9,18.5
1959,5.0,24,10.2,22.1
1959,5.0,25,8.4,21.5
1959,5.0,26,10.9,21.7
1959,5.0,27,13.6,20.6
1959,5.0,28,12.4,20.2
1959,5.0,29,13.3,17.8
1959,5.0,30,8.7,15.0
1959,5.0,31,9.4,16.3
1959,6.0,1,12.6,18.9
1959,6.0,2,5.4,15.5
1959,6.0,3,9.1,14.1
1959,6.0,4,10.7,14.0
1959,6.0,5,6.7,11.4
1959,6.0,6,2.7,17.0
1959,6.0,7,4.2,20.4
1959,6.0,8,7.6,13.6
1959,6.0,9,1.7,13.6
1959,6.0,10,2.8,15.6
1959,6.0,11,5.4,17.9
1959,6.0,12,4.3,13.9
1959,6.0,13,3.0,15.1
1959,6.0,14,5.9,16.1
1959,6.0,15,1.0,14.3
1959,6.0,16,8.6,14.2
1959,6.0,17,10.4,16.6
1959,6.0,18,13.4,16.5
1959,6.0,19,15.0,19.4
1959,6.0,20,10.0,19.0
1959,6.0,21,7.1,10.0
1959,6.0,22,6.7,12.5
1959,6.0,23,1.7,13.4
1959,6.0,24,8.0,12.5
1959,6.0,25,8.5,13.0
1959,6.0,26,5.0,15.4
1959,6.0,27,6.0,14.7
1959,6.0,28,11.5,14.1
1959,6.0,29,12.3,15.4
1959,6.0,30,9.6,16.3
1959,6.0,31,,
1959,7.0,1,8.0,13.4
1959,7.0,2,2.7,14.5
1959,7.0,3,6.5,13.8
1959,7.0,4,9.8,14.3
1959,7.0,5,7.6,11.6
1959,7.0,6,4.0,13.0
1959,7.0,7,5.3,12.2
1959,7.0,8,5.9,18.5
1959,7.0,9,9.3,18.8
1959,7.0,10,12.2,20.2
1959,7.0,11,14.5,21.6
1959,7.0,12,9.5,15.7
1959,7.0,13,11.7,22.5
1959,7.0,14,10.0,14.9
1959,7.0,15,3.6,10.5
1959,7.0,16,1.0,10.7
1959,7.0,17,9.6,11.7
1959,7.0,18,11.4,14.8
1959,7.0,19,14.8,18.3
1959,7.0,20,11.0,17.7
1959,7.0,21,7.8,15.0
1959,7.0,22,11.2,16.5
1959,7.0,23,13.8,17.0
1959,7.0,24,16.3,24.0
1959,7.0,25,17.5,26.7
1959,7.0,26,13.5,21.2
1959,7.0,27,9.6,16.1
1959,7.0,28,8.3,12.6
1959,7.0,29,6.4,9.4
1959,7.0,30,2.9,16.2
1959,7.0,31,5.5,15.5
1959,8.0,1,7.7,16.1
1959,8.0,2,6.4,15.9
1959,8.0,3,10.2,14.6
1959,8.0,4,12.8,16.1
1959,8.0,5,12.2,16.0
1959,8.0,6,7.1,13.8
1959,8.0,7,4.5,18.7
1959,8.0,8,8.3,20.0
1959,8.0,9,7.1,18.7
1959,8.0,10,10.1,24.0
1959,8.0,11,12.4,23.8
1959,8.0,12,6.5,15.4
1959,8.0,13,4.2,11.0
1959,8.0,14,4.3,15.5
1959,8.0,15,7.2,19.7
1959,8.0,16,10.2,23.4
1959,8.0,17,3.8,12.2
1959,8.0,18,1.0,12.5
1959,8.0,19,7.8,13.2
1959,8.0,20,11.8,15.6
1959,8.0,21,10.0,14.0
1959,8.0,22,8.3,14.1
1959,8.0,23,5.8,19.3
1959,8.0,24,5.4,21.5
1959,8.0,25,6.6,14.2
1959,8.0,26,6.8,10.8
1959,8.0,27,5.9,9.7
1959,8.0,28,6.1,10.7
1959,8.0,29,2.0,14.3
1959,8.0,30,3.5,11.4
1959,8.0,31,8.4,11.0
1959,9.0,1,6.2,17.2
1959,9.0,2,7.9,14.7
1959,9.0,3,3.7,14.4
1959,9.0,4,9.6,19.0
1959,9.0,5,11.8,20.0
1959,9.0,6,12.4,19.8
1959,9.0,7,4.6,20.0
1959,9.0,8,11.3,22.6
1959,9.0,9,7.4,20.5
1959,9.0,10,4.2,17.9
1959,9.0,11,3.5,14.1
1959,9.0,12,2.2,12.4
1959,9.0,13,8.2,15.5
1959,9.0,14,11.0,21.3
1959,9.0,15,15.4,26.1
1959,9.0,16,12.2,20.5
1959,9.0,17,6.3,16.7
1959,9.0,18,9.5,19.2
1959,9.0,19,2.0,16.8
1959,9.0,20,6.4,14.8
1959,9.0,21,9.0,17.0
1959,9.0,22,11.8,15.4
1959,9.0,23,11.8,18.0
1959,9.0,24,11.2,24.2
1959,9.0,25,13.7,20.4
1959,9.0,26,14.9,20.6
1959,9.0,27,14.2,22.6
1959,9.0,28,14.5,22.7
1959,9.0,29,14.1,22.6
1959,9.0,30,15.3,22.0
1959,9.0,31,,
1959,10.0,1,14.3,20.2
1959,10.0,2,16.0,21.7
1959,10.0,3,13.4,21.3
1959,10.0,4,11.5,22.6
1959,10.0,5,15.5,26.0
1959,10.0,6,17.7,26.6
1959,10.0,7,13.8,18.9
1959,10.0,8,9.7,18.6
1959,10.0,9,4.9,15.0
1959,10.0,10,11.9,17.1
1959,10.0,11,14.4,16.4
1959,10.0,12,13.0,16.5
1959,10.0,13,12.2,17.1
1959,10.0,14,11.4,17.0
1959,10.0,15,6.5,20.9
1959,10.0,16,6.5,23.2
1959,10.0,17,12.8,25.5
1959,10.0,18,16.4,26.3
1959,10.0,19,17.0,23.5
1959,10.0,20,15.1,24.2
1959,10.0,21,9.4,25.5
1959,10.0,22,15.2,27.0
1959,10.0,23,19.4,29.5
1959,10.0,24,19.3,29.0
1959,10.0,25,15.8,19.3
1959,10.0,26,13.0,17.9
1959,10.0,27,10.6,17.5
1959,10.0,28,7.8,18.6
1959,10.0,29,7.8,22.6
1959,10.0,30,13.8,24.3
1959,10.0,31,15.4,24.6
1959,11.0,1,18.0,28.2
1959,11.0,2,20.5,28.8
1959,11.0,3,16.2,22.9
1959,11.0,4,10.8,22.5
1959,11.0,5,18.0,25.2
1959,11.0,6,15.6,24.9
1959,11.0,7,13.3,21.0
1959,11.0,8,16.8,20.0
1959,11.0,9,17.4,27.1
1959,11.0,10,14.8,24.0
1959,11.0,11,14.8,27.5
1959,11.0,12,15.2,22.8
1959,11.0,13,11.0,20.7
1959,11.0,14,16.4,24.4
1959,11.0,15,18.8,26.2
1959,11.0,16,19.0,23.9
1959,11.0,17,14.3,28.2
1959,11.0,18,10.8,20.3
1959,11.0,19,10.8,22.7
1959,11.0,20,13.8,20.9
1959,11.0,21,13.2,19.2
1959,11.0,22,9.6,24.2
1959,11.0,23,15.6,22.8
1959,11.0,24,11.4,19.0
1959,11.0,25,7.7,25.0
1959,11.0,26,16.8,26.6
1959,11.0,27,18.1,30.2
1959,11.0,28,14.2,24.2
1959,11.0,29,17.0,29.2
1959,11.0,30,17.1,25.9
1959,11.0,31,,
1959,12.0,1,16.5,28.7
1959,12.0,2,19.4,30.8
1959,12.0,3,15.6,25.2
1959,12.0,4,13.0,22.8
1959,12.0,5,17.4,21.8
1959,12.0,6,17.4,23.2
1959,12.0,7,18.8,27.6
1959,12.0,8,15.0,25.9
1959,12.0,9,10.5,20.3
1959,12.0,10,7.5,21.8
1959,12.0,11,10.0,23.9
1959,12.0,12,15.3,27.0
1959,12.0,13,20.6,27.5
1959,12.0,14,19.7,26.0
1959,12.0,15,15.9,30.7
1959,12.0,16,18.0,30.3
1959,12.0,17,18.0,33.7
1959,12.0,18,21.4,33.1
1959,12.0,19,23.1,31.2
1959,12.0,20,19.3,30.1
1959,12.0,21,16.9,33.6
1959,12.0,22,21.9,34.0
1959,12.0,23,15.7,25.8
1959,12.0,24,14.1,30.0
1959,12.0,25,11.2,23.5
1959,12.0,26,15.4,29.5
1959,12.0,27,20.0,32.4
1959,12.0,28,23.8,29.6
1959,12.0,29,22.8,28.2
1959,12.0,30,22.5,29.8
1959,12.0,31,18.4,26.4
1960,1,1,11.8,25.3
1960,1,2,15.2,25.5
1960,1,3,20.0,29.6
1960,1,4,19.5,32.8
1960,1,5,21.4,29.2
1960,1,6,16.5,28.2
1960,1,7,19.3,31.5
1960,1,8,20.6,33.5
1960,1,9,21.7,33.2
1960,1,10,22.6,31.8
1960,1,11,22.5,34.6
1960,1,12,23.0,35.3
1960,1,13,27.0,36.4
1960,1,14,26.8,35.1
1960,1,15,23.0,34.5
1960,1,16,21.3,32.5
1960,1,17,23.6,33.8
1960,1,18,25.0,32.8
1960,1,19,25.2,33.6
1960,1,20,19.0,27.0
1960,1,21,20.3,27.7
1960,1,22,17.3,26.7
1960,1,23,13.5,30.1
1960,1,24,17.9,29.8
1960,1,25,21.0,30.5
1960,1,26,21.0,31.6
1960,1,27,18.6,29.0
1960,1,28,21.4,30.8
1960,1,29,15.8,26.0
1960,1,30,17.4,23.6
1960,1,31,17.9,26.8
1960,2.0,1,19.5,26.8
1960,2.0,2,18.9,27.4
1960,2.0,3,20.7,28.5
1960,2.0,4,21.9,30.3
1960,2.0,5,16.4,25.4
1960,2.0,6,10.9,27.5
1960,2.0,7,18.2,32.5
1960,2.0,8,19.9,33.1
1960,2.0,9,21.8,34.5
1960,2.0,10,23.0,34.2
1960,2.0,11,25.4,36.5
1960,2.0,12,22.1,28.9
1960,2.0,13,23.0,33.1
1960,2.0,14,23.2,35.0
1960,2.0,15,26.7,33.8
1960,2.0,16,20.6,25.5
1960,2.0,17,14.5,26.0
1960,2.0,18,18.8,26.7
1960,2.0,19,18.2,30.2
1960,2.0,20,17.2,31.5
1960,2.0,21,21.9,32.0
1960,2.0,22,21.4,34.6
1960,2.0,23,19.0,34.7
1960,2.0,24,24.6,36.8
1960,2.0,25,24.2,31.6
1960,2.0,26,24.3,33.0
1960,2.0,27,23.5,33.4
1960,2.0,28,23.8,33.0
1960,2.0,29,25.0,30.7
1960,2.0,30,,
1960,2.0,31,,
1960,3.0,1,21.0,30.4
1960,3.0,2,20.4,30.2
1960,3.0,3,14.2,25.0
1960,3.0,4,13.3,29.0
1960,3.0,5,13.0,29.5
1960,3.0,6,16.0,27.8
1960,3.0,7,19.8,26.5
1960,3.0,8,18.2,23.0
1960,3.0,9,15.1,24.9
1960,3.0,10,13.2,25.6
1960,3.0,11,15.9,24.7
1960,3.0,12,19.6,25.5
1960,3.0,13,17.2,26.6
1960,3.0,14,16.0,26.7
1960,3.0,15,17.1,28.5
1960,3.0,16,18.5,29.4
1960,3.0,17,20.5,31.2
1960,3.0,18,18.1,23.2
1960,3.0,19,15.2,26.8
1960,3.0,20,18.4,27.2
1960,3.0,21,20.9,26.5
1960,3.0,22,20.0,26.4
1960,3.0,23,16.5,22.6
1960,3.0,24,14.7,27.6
1960,3.0,25,13.1,27.7
1960,3.0,26,21.0,24.9
1960,3.0,27,23.1,30.3
1960,3.0,28,17.6,25.2
1960,3.0,29,13.5,22.2
1960,3.0,30,14.8,19.7
1960,3.0,31,13.7,23.8
1960,4.0,1,12.5,25.1
1960,4.0,2,15.0,27.3
1960,4.0,3,13.0,22.6
1960,4.0,4,7.9,23.6
1960,4.0,5,12.8,26.4
1960,4.0,6,16.0,28.1
1960,4.0,7,15.4,28.5
1960,4.0,8,11.4,20.0
1960,4.0,9,6.0,21.3
1960,4.0,10,9.0,19.4
1960,4.0,11,11.5,20.6
1960,4.0,12,13.2,22.0
1960,4.0,13,17.0,24.0
1960,4.0,14,17.0,26.0
1960,4.0,15,15.7,22.2
1960,4.0,16,10.5,19.5
1960,4.0,17,6.4,20.3
1960,4.0,18,9.1,21.9
1960,4.0,19,14.3,25.6
1960,4.0,20,9.7,22.6
1960,4.0,21,10.8,28.5
1960,4.0,22,15.6,28.8
1960,4.0,23,15.5,27.1
1960,4.0,24,15.8,28.0
1960,4.0,25,11.5,20.4
1960,4.0,26,7.7,20.0
1960,4.0,27,10.0,19.0
1960,4.0,28,12.3,19.1
1960,4.0,29,7.4,21.2
1960,4.0,30,10.8,24.8
1960,4.0,31,,
1960,5.0,1,9.0,19.5
1960,5.0,2,8.0,21.0
1960,5.0,3,9.3,26.2
1960,5.0,4,8.8,24.0
1960,5.0,5,8.5,24.3
1960,5.0,6,11.5,25.5
1960,5.0,7,13.2,23.7
1960,5.0,8,10.8,15.0
1960,5.0,9,5.0,13.9
1960,5.0,10,3.8,16.0
1960,5.0,11,3.4,16.0
1960,5.0,12,6.0,17.8
1960,5.0,13,12.6,18.3
1960,5.0,14,7.4,20.6
1960,5.0,15,8.6,22.5
1960,5.0,16,8.3,22.5
1960,5.0,17,13.5,23.2
1960,5.0,18,10.0,17.6
1960,5.0,19,5.2,11.2
1960,5.0,20,0.6,13.2
1960,5.0,21,8.0,17.2
1960,5.0,22,3.0,17.3
1960,5.0,23,5.0,20.8
1960,5.0,24,7.6,22.2
1960,5.0,25,9.4,21.5
1960,5.0,26,11.2,20.8
1960,5.0,27,11.1,24.0
1960,5.0,28,11.0,17.5
1960,5.0,29,10.8,18.0
1960,5.0,30,11.7,15.6
1960,5.0,31,10.8,18.0
1960,6.0,1,10.5,18.5
1960,6.0,2,12.2,19.7
1960,6.0,3,12.8,20.4
1960,6.0,4,10.0,16.7
1960,6.0,5,12.3,19.4
1960,6.0,6,9.2,22.5
1960,6.0,7,17.8,24.4
1960,6.0,8,11.4,20.3
1960,6.0,9,7.8,11.6
1960,6.0,10,6.4,15.7
1960,6.0,11,6.5,13.1
1960,6.0,12,11.9,15.2
1960,6.0,13,10.8,15.2
1960,6.0,14,7.2,11.2
1960,6.0,15,4.4,12.5
1960,6.0,16,9.7,13.5
1960,6.0,17,6.8,13.3
1960,6.0,18,2.4,15.7
1960,6.0,19,7.8,15.7
1960,6.0,20,8.9,18.6
1960,6.0,21,8.4,13.5
1960,6.0,22,6.4,12.0
1960,6.0,23,2.9,12.3
1960,6.0,24,0.3,10.0
1960,6.0,25,0.5,7.6
1960,6.0,26,4.8,11.0
1960,6.0,27,1.2,10.2
1960,6.0,28,3.3,11.0
1960,6.0,29,7.3,10.6
1960,6.0,30,5.1,16.8
1960,6.0,31,,
1960,7.0,1,11.8,15.3
1960,7.0,2,10.5,15.0
1960,7.0,3,12.8,18.0
1960,7.0,4,7.0,12.7
1960,7.0,5,5.2,11.0
1960,7.0,6,3.7,6.7
1960,7.0,7,2.4,6.9
1960,7.0,8,-2.1,12.5
1960,7.0,9,1.2,15.2
1960,7.0,10,3.0,12.8
1960,7.0,11,6.8,14.3
1960,7.0,12,10.8,18.8
1960,7.0,13,14.5,16.7
1960,7.0,14,14.0,18.8
1960,7.0,15,8.4,14.4
1960,7.0,16,5.7,9.9
1960,7.0,17,3.5,18.0
1960,7.0,18,6.0,13.8
1960,7.0,19,0.7,11.8
1960,7.0,20,6.8,14.0
1960,7.0,21,5.0,14.9
1960,7.0,22,3.7,13.9
1960,7.0,23,4.2,12.6
1960,7.0,24,10.8,16.4
1960,7.0,25,12.9,16.5
1960,7.0,26,14.2,16.7
1960,7.0,27,13.2,19.2
1960,7.0,28,14.8,20.5
1960,7.0,29,9.8,18.1
1960,7.0,30,5.5,13.4
1960,7.0,31,2.4,10.5
1960,8.0,1,-1.5,10.7
1960,8.0,2,3.4,14.8
1960,8.0,3,6.4,16.2
1960,8.0,4,6.0,13.0
1960,8.0,5,1.6,18.6
1960,8.0,6,7.7,17.5
1960,8.0,7,9.0,19.0
1960,8.0,8,8.4,21.6
1960,8.0,9,13.9,22.0
1960,8.0,10,13.2,16.2
1960,8.0,11,13.0,24.2
1960,8.0,12,11.2,22.0
1960,8.0,13,5.0,16.0
1960,8.0,14,2.3,19.0
1960,8.0,15,5.1,15.5
1960,8.0,16,8.9,15.2
1960,8.0,17,9.8,14.8
1960,8.0,18,1.6,19.5
1960,8.0,19,7.2,24.1
1960,8.0,20,9.0,16.5
1960,8.0,21,9.8,16.0
1960,8.0,22,13.4,19.1
1960,8.0,23,13.0,16.5
1960,8.0,24,11.0,13.0
1960,8.0,25,9.0,13.7
1960,8.0,26,8.0,15.2
1960,8.0,27,8.1,16.8
1960,8.0,28,12.0,20.0
1960,8.0,29,12.7,18.1
1960,8.0,30,8.9,14.9
1960,8.0,31,3.6,11.4
1960,9.0,1,1.2,11.2
1960,9.0,2,-1.0,13.2
1960,9.0,3,8.5,19.5
1960,9.0,4,8.0,20.6
1960,9.0,5,7.4,20.6
1960,9.0,6,14.5,23.5
1960,9.0,7,11.5,21.6
1960,9.0,8,5.8,15.8
1960,9.0,9,3.0,16.8
1960,9.0,10,12.8,17.5
1960,9.0,11,9.4,19.7
1960,9.0,12,4.8,19.2
1960,9.0,13,10.8,19.0
1960,9.0,14,10.1,15.6
1960,9.0,15,10.8,16.4
1960,9.0,16,13.5,15.4
1960,9.0,17,12.8,16.5
1960,9.0,18,11.4,17.2
1960,9.0,19,12.8,20.7
1960,9.0,20,11.8,21.3
1960,9.0,21,11.8,19.6
1960,9.0,22,14.0,18.8
1960,9.0,23,15.5,18.4
1960,9.0,24,14.1,16.7
1960,9.0,25,10.0,17.5
1960,9.0,26,5.7,21.0
1960,9.0,27,9.0,17.5
1960,9.0,28,12.4,22.4
1960,9.0,29,13.1,25.3
1960,9.0,30,16.8,27.1
1960,9.0,31,,
1960,10.0,1,16.0,24.3
1960,10.0,2,12.4,24.5
1960,10.0,3,16.5,29.2
1960,10.0,4,18.3,30.4
1960,10.0,5,17.0,22.0
1960,10.0,6,11.8,22.5
1960,10.0,7,7.7,17.0
1960,10.0,8,12.4,15.9
1960,10.0,9,10.6,23.2
1960,10.0,10,15.7,27.5
1960,10.0,11,12.3,20.0
1960,10.0,12,12.4,19.5
1960,10.0,13,15.0,16.8
1960,10.0,14,14.8,20.8
1960,10.0,15,11.2,21.5
1960,10.0,16,15.8,23.7
1960,10.0,17,17.0,24.1
1960,10.0,18,16.2,24.6
1960,10.0,19,18.1,23.5
1960,10.0,20,17.4,26.4
1960,10.0,21,19.0,21.3
1960,10.0,22,15.3,19.5
1960,10.0,23,16.7,21.8
1960,10.0,24,12.7,22.6
1960,10.0,25,8.5,18.7
1960,10.0,26,7.8,17.2
1960,10.0,27,6.0,16.2
1960,10.0,28,7.0,17.3
1960,10.0,29,13.7,20.7
1960,10.0,30,15.5,19.9
1960,10.0,31,17.0,23.5
1960,11.0,1,18.1,23.2
1960,11.0,2,14.8,23.7
1960,11.0,3,18.0,21.2
1960,11.0,4,16.1,24.6
1960,11.0,5,14.2,23.5
1960,11.0,6,17.5,24.8
1960,11.0,7,17.3,27.0
1960,11.0,8,16.6,31.4
1960,11.0,9,17.0,30.2
1960,11.0,10,18.4,30.0
1960,11.0,11,20.8,28.4
1960,11.0,12,18.7,27.7
1960,11.0,13,14.0,25.8
1960,11.0,14,7.8,17.4
1960,11.0,15,5.1,21.8
1960,11.0,16,14.1,25.6
1960,11.0,17,12.2,21.9
1960,11.0,18,12.5,26.3
1960,11.0,19,8.6,19.0
1960,11.0,20,9.4,27.9
1960,11.0,21,14.0,30.0
1960,11.0,22,18.5,32.8
1960,11.0,23,20.3,33.0
1960,11.0,24,13.1,25.7
1960,11.0,25,14.2,22.0
1960,11.0,26,15.6,23.4
1960,11.0,27,17.6,27.2
1960,11.0,28,18.8,32.5
1960,11.0,29,12.4,26.6
1960,11.0,30,12.9,26.8
1960,11.0,31,,
1960,12.0,1,14.2,29.4
1960,12.0,2,13.5,24.6
1960,12.0,3,15.1,26.6
1960,12.0,4,18.6,30.8
1960,12.0,5,14.8,23.2
1960,12.0,6,14.8,27.6
1960,12.0,7,17.5,31.0
1960,12.0,8,23.0,33.2
1960,12.0,9,18.4,25.5
1960,12.0,10,18.8,23.2
1960,12.0,11,17.3,24.8
1960,12.0,12,18.4,22.0
1960,12.0,13,17.5,26.0
1960,12.0,14,18.0,25.8
1960,12.0,15,12.8,30.6
1960,12.0,16,15.4,23.4
1960,12.0,17,13.8,24.7
1960,12.0,18,14.4,27.3
1960,12.0,19,11.6,22.0
1960,12.0,20,10.5,27.5
1960,12.0,21,16.0,34.8
1960,12.0,22,14.8,30.1
1960,12.0,23,12.0,29.5
1960,12.0,24,18.4,31.7
1960,12.0,25,12.8,22.5
1960,12.0,26,16.7,29.2
1960,12.0,27,19.5,36.5
1960,12.0,28,16.8,24.8
1960,12.0,29,16.5,27.2
1960,12.0,30,19.6,31.9
1960,12.0,31,21.0,34.0
1961,1,1,21.8,34.8
1961,1,2,18.3,32.9
1961,1,3,18.7,29.2
1961,1,4,17.0,31.0
1961,1,5,19.9,26.0
1961,1,6,13.0,26.0
1961,1,7,16.1,28.6
1961,1,8,21.5,33.4
1961,1,9,24.2,36.3
1961,1,10,14.3,32.8
1961,1,11,12.5,29.3
1961,1,12,21.8,31.5
1961,1,13,18.7,28.0
1961,1,14,19.6,29.9
1961,1,15,23.6,32.1
1961,1,16,22.4,29.2
1961,1,17,18.5,25.8
1961,1,18,16.3,28.7
1961,1,19,22.6,32.3
1961,1,20,25.0,35.3
1961,1,21,15.7,25.0
1961,1,22,16.5,26.2
1961,1,23,20.3,34.6
1961,1,24,14.0,23.4
1961,1,25,10.5,22.5
1961,1,26,18.0,24.5
1961,1,27,16.5,26.5
1961,1,28,20.7,29.0
1961,1,29,22.3,31.5
1961,1,30,21.8,33.2
1961,1,31,19.0,30.2
1961,2.0,1,17.2,25.5
1961,2.0,2,15.8,27.7
1961,2.0,3,20.6,31.4
1961,2.0,4,21.4,32.6
1961,2.0,5,18.3,30.5
1961,2.0,6,23.2,33.1
1961,2.0,7,18.5,28.0
1961,2.0,8,16.8,28.4
1961,2.0,9,18.8,29.8
1961,2.0,10,18.5,26.2
1961,2.0,11,13.7,32.5
1961,2.0,12,18.2,32.5
1961,2.0,13,13.5,23.8
1961,2.0,14,17.0,24.8
1961,2.0,15,19.6,29.0
1961,2.0,16,22.0,29.1
1961,2.0,17,20.8,28.5
1961,2.0,18,18.5,30.1
1961,2.0,19,20.4,28.6
1961,2.0,20,19.9,30.6
1961,2.0,21,21.2,33.5
1961,2.0,22,18.0,27.6
1961,2.0,23,12.6,24.0
1961,2.0,24,18.6,28.4
1961,2.0,25,18.5,26.0
1961,2.0,26,11.5,22.0
1961,2.0,27,12.4,23.7
1961,2.0,28,14.8,18.5
1961,2.0,29,,
1961,2.0,30,,
1961,2.0,31,,
1961,3.0,1,16.0,27.5
1961,3.0,2,20.5,31.8
1961,3.0,3,20.0,28.6
1961,3.0,4,17.8,23.4
1961,3.0,5,11.7,22.0
1961,3.0,6,12.5,21.2
1961,3.0,7,16.7,25.9
1961,3.0,8,18.8,26.4
1961,3.0,9,19.9,30.7
1961,3.0,10,22.5,30.9
1961,3.0,11,20.9,29.5
1961,3.0,12,19.7,26.5
1961,3.0,13,13.6,29.6
1961,3.0,14,17.8,27.9
1961,3.0,15,18.8,24.4
1961,3.0,16,12.5,20.6
1961,3.0,17,7.6,24.0
1961,3.0,18,11.6,25.6
1961,3.0,19,14.7,24.6
1961,3.0,20,15.1,27.3
1961,3.0,21,14.5,27.0
1961,3.0,22,19.2,29.5
1961,3.0,23,20.7,31.9
1961,3.0,24,20.2,30.2
1961,3.0,25,16.6,22.3
1961,3.0,26,10.1,20.0
1961,3.0,27,12.6,23.4
1961,3.0,28,16.8,25.8
1961,3.0,29,19.2,26.7
1961,3.0,30,21.2,29.4
1961,3.0,31,19.0,25.2
1961,4.0,1,11.5,23.0
